text,label,clean_review
"""I bought this pair of running shoes and they're fantastic! They're lightweight, comfortable and provide excellent support. My runs have been more enjoyable and I've even managed to improve my pace. Highly recommend!""",positive,bought pair run shoe fantast lightweight comfort provid excel support run enjoy even manag improv pace highli recommend
"""This novel is beautifully written, with well-developed characters and a captivating plot. I couldn't put it down until I finished it. I am looking forward to reading more books from this author.""",positive,novel beauti written well develop charact captiv plot put finish look forward read book author
"""I bought this phone a month ago and it's been nothing but trouble. The battery drains quickly, the screen freezes often, and the camera quality is poor. I regret purchasing it.""",negative,bought phone month ago noth troubl batteri drain quickli screen freez often camera qualiti poor regret purchas
"""I love this new skincare product. It's gentle on my skin, smells great, and I've noticed a big improvement in my complexion since I started using it. I'm definitely going to repurchase.""",positive,love new skincar product gentl skin smell great notic big improv complexion sinc start use definit go repurchas
"""This facial cream is terrible. I started using it a week ago and it caused me to break out. I even felt a burning sensation when I applied it. I'm really disappointed.""",negative,facial cream terribl start use week ago caus break even felt burn sensat appli realli disappoint
"""I bought this new pair of running shoes and they're not comfortable at all. They hurt my feet during long runs and the cushioning is inadequate. I regret buying these and I do not recommend them to other runners.""",negative,bought new pair run shoe comfort hurt feet long run cushion inadequ regret buy recommend runner
"""I purchased this gaming console for my son and he absolutely loves it. The graphics are excellent and the load times are quick. It's a great product for anyone who loves gaming.""",positive,purchas game consol son absolut love graphic excel load time quick great product anyon love game
"""This coffee maker is fantastic. It brews coffee quickly and the taste is excellent. Cleaning is also easy. I'm very happy with this purchase and highly recommend it to other coffee lovers.""",positive,coffe maker fantast brew coffe quickli tast excel clean also easi happi purchas highli recommend coffe lover
"""I'm really enjoying my new laptop. It's lightweight, fast, and has a great battery life. The display is also fantastic. I would definitely recommend it to others.""",positive,realli enjoy new laptop lightweight fast great batteri life display also fantast would definit recommend other
"""I'm not satisfied with this phone at all. The battery drains too quickly and it lags a lot. The camera is also not up to the mark. I regret buying it.""",negative,satisfi phone batteri drain quickli lag lot camera also mark regret buy
"""The book is well written, the narrative is engaging, and the plot twist at the end was unexpected. Overall, an excellent read.""",positive,book well written narr engag plot twist end unexpect overal excel read
"""The shoes I ordered were two sizes too small. They were also of poor quality and uncomfortable to wear.""",negative,shoe order two size small also poor qualiti uncomfort wear
"""I love this blender! It is so powerful and it blends everything smoothly. The noise it makes is a bit loud but it is tolerable.""",positive,love blender power blend everyth smoothli nois make bit loud toler
